STATION,STATION_NAME,DATE,HPCP
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970207 15:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970207 16:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970214 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970214 02:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970214 03:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970214 04:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970214 05:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970215 19:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 02:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 05:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 06:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 09:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 10:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 11:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 12:00,0.10
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 13:00,0.15
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 14:00,0.07
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 15:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 16:00,0.07
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 17:00,0.12
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 18:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 19:00,0.11
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 20:00,0.06
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 21:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 22:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970220 23:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 00:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 01:00,0.07
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 02:00,0.21
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 03:00,0.35
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 04:00,0.11
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 05:00,0.10
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 06:00,0.03
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 07:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970221 09:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970225 19:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970225 20:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970225 21:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970225 22:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970225 23:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 00:00,0.05
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 02:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 03:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 04:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 07:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 08:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 09:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 10:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 11:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 12:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 14:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 15:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 16:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 17:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 18:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 19:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 20:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 21:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 22:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970226 23:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970227 00:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970301 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970301 03:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970301 07:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970301 08:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970301 09:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970301 10:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970301 11:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970301 12:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970302 11:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970308 21:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970308 23:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970309 00:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970309 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970309 04:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970309 05:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970309 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970309 09:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970313 12:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970313 13:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970313 16:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970313 17:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970313 20:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970313 21:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970318 04:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970318 05:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970318 06:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970318 07:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970318 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970318 09:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970324 19:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970324 20:00,0.07
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970324 22:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970324 23:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970325 00:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970327 19:00,0.09
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970327 20:00,0.10
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970327 21:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970327 22:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970329 19:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970329 20:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970329 21:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970329 22:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970329 23:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970330 00:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970401 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970402 10:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970402 11:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970402 23:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970403 22:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970403 23:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 00:00,0.06
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 01:00,0.10
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 02:00,0.17
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 03:00,0.03
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 04:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 05:00,0.11
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 06:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 07:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 09:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 10:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 11:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 12:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 14:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 15:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 16:00,0.12
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 17:00,0.05
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 18:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 19:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 21:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 22:00,0.63
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970404 23:00,0.07
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 00:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 02:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 03:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 04:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 05:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 20:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 21:00,0.09
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970405 23:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 03:00,0.08
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 04:00,0.09
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 05:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 06:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 07:00,0.05
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 08:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 09:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 10:00,0.06
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 11:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 12:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 13:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 14:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 15:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 16:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970408 17:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970409 10:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970409 11:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970409 12:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970409 17:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970409 19:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970409 20:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970409 22:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970409 23:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 00:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 01:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 03:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 04:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 05:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 06:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 09:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 10:00,0.05
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 11:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 14:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 15:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 16:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 17:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 18:00,0.05
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 19:00,0.03
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 20:00,0.23
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 21:00,0.17
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 22:00,0.23
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970410 23:00,0.30
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 00:00,0.27
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 01:00,0.13
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 02:00,0.06
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 03:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 04:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 05:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 06:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 07:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 09:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 11:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 12:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970411 14:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970416 07:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970420 06:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970421 04:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970423 07:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970423 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970424 12:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970424 13:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970424 14:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970424 15:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970424 16:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970424 17:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970425 22:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970425 23:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 00:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 01:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 02:00,0.03
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 03:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 04:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 05:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 06:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 07:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 21:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 22:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970426 23:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970427 00:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970427 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970430 08:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970501 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970501 12:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970501 13:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970501 21:00,0.19
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970501 22:00,0.14
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970501 23:00,0.03
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970502 00:00,0.11
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970502 01:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970502 02:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970505 06:00,0.05
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970506 13:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970506 14:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970507 18:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970507 22:00,0.80
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970507 23:00,0.04
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 00:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 09:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 10:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 16:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 17:00,0.02
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 18:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 19:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 20:00,0.01
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970508 21:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970513 21:00,0.00
COOP:148830,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,19970515 05:00,0.00
